"waybill_code"|"create_time"|"id_status"|"courier_id"
JXPOP77856265|"20230710164434"|2|C002
JXPOP37262984|"20230707141918"|2|C003
JXPOP19559436|"20230708122756"|5|C010
JXEC11193322|"20230710092841"|3|C008
JXEC24074768|"20230712181657"|2|C002
JXEC51409165|"20230712055658"|3|C010
JXEC14802880|"20230702060125"|3|C001
JXPOP46995425|"20230702043540"|4|C008
JXFD64584350|"20230701193918"|4|C009
JXPOP36737317|"20230728223004"|5|C004
JXEC63183820|"20230722163337"|5|C009
JXPOP96912892|"20230716051529"|3|C010
JXEC79370871|"20230706060604"|1|C003
JXPOP15395021|"20230727060917"|1|C007
JXEC30894632|"20230702065819"|3|C006
JXFD76893584|"20230709084304"|2|C009
JXPOP06304450|"20230705202050"|3|C001
JXPOP05068694|"20230709000756"|5|C002
JXPOP47415959|"20230702184450"|3|C008
JXFD60153321|"20230708184145"|4|C007
JXFD34058181|"20230712205211"|2|C005
JXEC31683627|"20230710130103"|4|C005
JXEC42154607|"20230719151505"|3|C005
JXPOP51527273|"20230731014140"|4|C001
JXEC38072032|"20230710100338"|1|C004
JXFD72560966|"20230702140537"|3|C006
JXPOP53312246|"20230713201320"|5|C001
JXPOP17873498|"20230702062835"|1|C002
JXFD81302076|"20230717104915"|5|C003
JXFD70720176|"20230716020910"|5|C005
JXEC07510442|"20230721021926"|3|C003
JXPOP46920173|"20230724200036"|5|C001
JXEC01498768|"20230729060352"|2|C005
JXPOP89332423|"20230727032100"|5|C009
JXEC66819310|"20230722095232"|5|C003
JXPOP27952836|"20230731181605"|3|C003
JXEC62207841|"20230723184054"|2|C004
JXPOP69841144|"20230709220527"|2|C007
JXEC61093707|"20230702030956"|4|C001
JXEC54048603|"20230716043644"|4|C006
JXFD83920460|"20230711155018"|3|C006
JXFD25469480|"20230728035139"|1|C006
JXFD38112629|"20230718103307"|5|C004
JXFD45164459|"20230701083102"|2|C009
JXPOP69624656|"20230706154145"|2|C005
JXEC89538905|"20230715114032"|2|C008
JXPOP15819381|"20230724085836"|2|C004
JXEC84618146|"20230703235431"|4|C007
JXEC12132790|"20230730054819"|1|C002
JXPOP87117289|"20230702123355"|5|C010
JXPOP91021715|"20230720182846"|2|C008
JXPOP60648689|"20230730103853"|3|C001
JXPOP37112584|"20230729071257"|1|C002
JXPOP93662006|"20230705181437"|5|C005
JXFD25364307|"20230711065607"|2|C004
JXEC60217858|"20230703123842"|2|C008
JXFD85302539|"20230716120029"|2|C006
JXFD11836484|"20230720052636"|3|C010
JXEC52826415|"20230728170346"|4|C010
JXFD63029090|"20230709001708"|2|C004
JXFD94059620|"20230731031216"|1|C007
JXEC09749598|"20230717232523"|5|C008
JXEC67875077|"20230713114625"|5|C007
JXPOP58363203|"20230713231801"|3|C007
JXEC61449893|"20230729113502"|1|C010
JXFD71657993|"20230708025641"|3|C006
JXPOP73261259|"20230712110653"|2|C003
JXFD35428703|"20230729041141"|3|C006
JXPOP53450178|"20230730153607"|2|C010
JXEC02586985|"20230725041514"|1|C002
JXFD60165644|"20230725051244"|1|C003
JXPOP76188416|"20230708003137"|3|C004
JXFD02213228|"20230727160047"|1|C002
JXFD91102390|"20230701193410"|3|C006
JXPOP92021664|"20230718115219"|2|C007
JXEC39964112|"20230720112349"|2|C010
JXEC72921223|"20230719100215"|4|C003
JXPOP71011443|"20230710091920"|2|C003
JXEC97710680|"20230711170804"|1|C008
JXFD92548665|"20230718015619"|5|C005
JXPOP89892018|"20230728110247"|5|C008
JXPOP44826703|"20230712094609"|5|C004
JXEC64426470|"20230701201246"|2|C010
JXEC64459737|"20230726221006"|1|C007
JXFD10302347|"20230726041623"|4|C010
JXPOP28623832|"20230724044652"|1|C001
JXPOP36738531|"20230727062730"|1|C003
JXEC35053472|"20230722044832"|2|C001
JXEC23486201|"20230731072659"|1|C005
JXPOP74964973|"20230713182614"|3|C004
JXPOP70430382|"20230702193753"|4|C007
JXFD07567042|"20230717135339"|3|C003
JXFD63114913|"20230707153037"|5|C001
JXFD91649272|"20230723042019"|2|C002
JXEC52961558|"20230714154450"|4|C006
JXPOP11371501|"20230708113515"|2|C002
JXPOP57079595|"20230730121347"|3|C007
JXFD49338329|"20230722160645"|5|C005
JXPOP71217926|"20230727200947"|1|C003
JXPOP87357964|"20230717225321"|2|C005
JXFD84137223|"20230713102828"|2|C009
JXEC94901002|"20230730151201"|3|C001
JXFD11618325|"20230713180921"|4|C006
JXFD73021634|"20230703095308"|1|C005
JXPOP22316739|"20230702201702"|5|C009
JXEC94164888|"20230729035337"|1|C005
JXFD53080226|"20230717165011"|5|C003
JXEC90830954|"20230703100151"|1|C003
JXPOP14090344|"20230728223532"|1|C005
JXFD68986619|"20230709161131"|3|C005
JXPOP58945636|"20230725071210"|5|C004
JXEC29584567|"20230716151507"|3|C009
JXPOP87727667|"20230703165811"|4|C007
JXPOP70369113|"20230714151814"|5|C010
JXEC36606937|"20230713094737"|1|C010
JXFD48645905|"20230701045539"|4|C005
JXFD18746136|"20230724072845"|2|C005
JXEC07892183|"20230702101920"|2|C003
JXFD60316956|"20230727204830"|1|C003
JXEC83207915|"20230715101214"|3|C007
JXEC43888274|"20230705220129"|2|C001
JXPOP70573675|"20230711201324"|4|C008
JXEC34971009|"20230731141032"|5|C010
JXFD55634964|"20230711163742"|4|C003
JXFD43298408|"20230715134043"|5|C009
JXEC88108812|"20230701121442"|1|C002
JXEC24457471|"20230730075125"|1|C009
JXPOP63262191|"20230707232611"|4|C010
JXFD79229663|"20230711202214"|2|C003
JXPOP69188347|"20230710230129"|3|C003
JXPOP02251626|"20230726212630"|3|C003
JXFD68537135|"20230729223040"|4|C006
JXFD40826568|"20230723235006"|3|C005
JXFD04864901|"20230723091035"|1|C003
JXFD10426907|"20230703180843"|4|C001
JXFD85801746|"20230704132009"|3|C009
JXFD90727199|"20230718112800"|3|C004
JXPOP42186521|"20230704230520"|3|C005
JXEC07443516|"20230702171513"|4|C010
JXFD48825099|"20230705093938"|1|C009
JXPOP10250635|"20230721081104"|5|C010
JXFD31739909|"20230713054349"|2|C006
JXEC55089478|"20230705183948"|1|C008
JXPOP49105390|"20230724060648"|4|C003
JXPOP33081751|"20230717113357"|2|C002
JXFD27930603|"20230723062338"|2|C001
JXEC87383028|"20230703084657"|4|C010
JXFD52324078|"20230731020624"|5|C008
JXPOP06907183|"20230731144528"|2|C004
JXPOP85497713|"20230729102219"|5|C004
JXEC18563935|"20230731230026"|2|C005
JXEC59035150|"20230715212813"|1|C003
JXPOP73069758|"20230713014436"|4|C003
JXPOP98125218|"20230724032013"|2|C007
JXFD99885832|"20230704092359"|5|C003
JXEC80240899|"20230701024732"|3|C003
JXEC31070707|"20230725173101"|5|C009
JXPOP85274298|"20230709081033"|4|C010
JXPOP32798005|"20230729173517"|1|C008
JXFD35451712|"20230723185402"|5|C004
JXEC96315981|"20230709025741"|3|C010
JXPOP67565396|"20230711071217"|5|C009
JXPOP35417741|"20230705123451"|2|C001
JXPOP02456157|"20230729050840"|3|C002
JXPOP68306195|"20230718031306"|2|C007
JXPOP05131675|"20230706175816"|5|C004
JXFD77668374|"20230726183623"|3|C006
JXEC20818780|"20230711164041"|1|C004
JXFD08853529|"20230715081144"|2|C010
JXEC46830081|"20230714082859"|2|C010
JXEC69672168|"20230724180010"|1|C003
JXFD87299548|"20230703172453"|1|C001
JXPOP32721385|"20230709130558"|2|C001
JXPOP85861801|"20230730033434"|3|C004
JXPOP05233951|"20230703010225"|4|C002
JXFD80369806|"20230708085205"|3|C005
JXFD80781897|"20230713232943"|5|C003
JXEC22782362|"20230724094846"|2|C002
JXEC74410639|"20230701131611"|1|C004
JXFD10980373|"20230721220220"|5|C008
JXEC82406597|"20230716054848"|1|C010
JXEC55280625|"20230731151211"|4|C003
JXEC48816219|"20230713061856"|4|C001
JXPOP37603721|"20230712143942"|5|C004
JXEC59816375|"20230726232517"|5|C004
JXEC56744568|"20230707120749"|5|C001
JXEC79225553|"20230717014002"|4|C008
JXFD95537055|"20230726002924"|3|C006
JXPOP11332777|"20230719050325"|2|C005
JXEC04420143|"20230723212338"|5|C003
JXPOP57270581|"20230702023157"|3|C010
JXFD73660666|"20230731113720"|3|C002
JXPOP02626302|"20230714210903"|2|C005
JXFD72630639|"20230727190159"|2|C009
JXPOP85859553|"20230712022919"|2|C003
JXPOP33440679|"20230711134219"|4|C005
JXFD28003233|"20230726201328"|2|C009
JXEC84073836|"20230708023116"|3|C010
JXPOP85809716|"20230706142318"|1|C004
JXEC46215553|"20230711165422"|5|C010
JXFD11895590|"20230721163005"|4|C006
JXPOP26384386|"20230724103133"|3|C008
JXFD78551287|"20230708045006"|5|C005
JXFD07145462|"20230712141401"|1|C002
JXFD50787114|"20230726051838"|4|C008
JXFD85415725|"20230711052047"|2|C005
JXEC01474951|"20230728142754"|1|C003
JXFD38557934|"20230713072746"|3|C004
JXPOP53118050|"20230727205830"|5|C005
JXFD32681844|"20230723091932"|5|C007
JXEC96125625|"20230706135812"|3|C006
JXPOP56706275|"20230719063400"|1|C005
JXFD53003696|"20230714185000"|5|C002
JXFD35030138|"20230714163448"|2|C006
JXPOP20272975|"20230716214502"|4|C005
JXFD18962877|"20230707061652"|5|C001
JXEC98276885|"20230727234812"|2|C005
JXEC27652183|"20230704205222"|5|C009
JXPOP38824238|"20230703013122"|1|C001
JXEC23524208|"20230702161026"|5|C010
JXEC21476306|"20230717092321"|1|C005
JXEC27488497|"20230718202728"|3|C001
JXEC32468218|"20230731003654"|4|C010
JXFD67238769|"20230726023903"|5|C010
JXPOP77818771|"20230704080418"|1|C004
JXFD25326195|"20230712181431"|2|C004
JXPOP74928429|"20230716205347"|3|C008
JXPOP31217373|"20230705211248"|4|C009
JXPOP29802377|"20230701064512"|5|C001
JXFD95487803|"20230708221148"|4|C002
JXPOP26255178|"20230713234526"|4|C004
JXPOP14049962|"20230704202923"|2|C010
JXEC15567025|"20230719110157"|4|C007
JXEC34849713|"20230713105139"|3|C006
JXPOP58803374|"20230707095736"|1|C001
JXFD07983200|"20230704030625"|3|C007
JXEC53474989|"20230701204012"|5|C010
JXEC23855337|"20230701115316"|2|C003
JXFD67123271|"20230703022858"|3|C009
JXFD69823113|"20230703014218"|2|C006
JXFD22665732|"20230726204949"|2|C007
JXEC17478277|"20230721020652"|3|C008
JXPOP62405200|"20230721183910"|1|C007
JXPOP47798919|"20230729202918"|2|C010
JXEC97420466|"20230702182310"|5|C003
JXFD26141834|"20230716023957"|2|C006
JXEC18137752|"20230721194445"|3|C009
JXFD30635351|"20230725200908"|3|C010
JXEC52348818|"20230704034308"|1|C010
JXPOP33882523|"20230720015149"|2|C004
JXFD92125242|"20230715060521"|1|C004
JXFD98033193|"20230714232437"|1|C004
JXPOP95292934|"20230724032057"|2|C006
JXFD97298827|"20230714022045"|4|C010
JXFD28911441|"20230701221936"|5|C003
JXPOP11661805|"20230722201749"|2|C006
JXPOP97134016|"20230718160541"|2|C001
JXFD32856460|"20230720104235"|2|C008
JXFD03060159|"20230712161158"|2|C009
JXFD95030058|"20230716072344"|4|C009
JXPOP61539782|"20230709032508"|1|C007
JXFD56033834|"20230709141340"|2|C003
JXPOP04864158|"20230704124941"|3|C006
JXPOP39865403|"20230701070541"|4|C007
JXFD44466891|"20230703021703"|5|C004
JXFD91703960|"20230704140205"|5|C002
JXFD36901017|"20230719021417"|5|C008
JXEC52454657|"20230727094951"|1|C001
JXPOP54385031|"20230718065606"|5|C001
JXFD60919147|"20230705122404"|4|C009
JXFD48108733|"20230713031330"|4|C010
JXFD06163447|"20230707093211"|5|C005
JXEC74576511|"20230721023106"|4|C007
JXPOP25763073|"20230711144218"|4|C005
JXPOP96942858|"20230707145652"|3|C004
JXEC70617118|"20230711050037"|1|C008
JXEC70130904|"20230704090203"|3|C006
JXEC62545343|"20230708223757"|5|C008
JXFD13913409|"20230721160614"|5|C001
JXPOP04329821|"20230708154924"|1|C007
JXPOP37144442|"20230713164140"|3|C004
JXPOP85352792|"20230707013500"|3|C007
JXPOP42543412|"20230722030732"|2|C001
JXPOP75682561|"20230705013442"|3|C001
JXPOP32965748|"20230711232246"|4|C004
JXFD23656968|"20230713215039"|1|C005
JXPOP32130506|"20230730185555"|4|C004
JXPOP13450715|"20230707212946"|4|C001
JXEC32155123|"20230715015004"|2|C001
JXEC02066548|"20230713151659"|3|C001
JXEC72461948|"20230711001700"|5|C006
JXEC79820260|"20230709083017"|5|C004
JXEC75421440|"20230706083811"|1|C005
JXEC22595016|"20230724144146"|2|C007
JXPOP10031148|"20230717135450"|4|C009
JXFD64645789|"20230721090006"|5|C007
JXPOP95797718|"20230711162150"|2|C007
JXPOP20454823|"20230720134448"|4|C010
JXFD68473875|"20230723183511"|1|C003
JXEC42271566|"20230706081159"|2|C003
JXFD80568902|"20230708094402"|4|C005
JXEC57990225|"20230730192138"|1|C002
JXPOP05931279|"20230731161326"|1|C009
JXEC68616802|"20230714091646"|3|C003
JXPOP00609572|"20230704180616"|4|C005
JXEC49608399|"20230705000918"|4|C007
JXFD82949819|"20230719231129"|4|C002
JXFD60108044|"20230713031540"|1|C008
JXEC32895179|"20230716075333"|2|C007
JXPOP41564043|"20230701124444"|1|C004
JXFD27361615|"20230706182324"|1|C010
JXEC79303383|"20230715202419"|5|C008
JXPOP08400806|"20230707211426"|3|C008
JXEC11966057|"20230724041222"|2|C002
JXEC84796672|"20230708142805"|4|C008
JXEC06266765|"20230715162805"|2|C008
JXPOP45891128|"20230703202044"|3|C003
JXEC99622127|"20230709213159"|1|C006
JXPOP21111979|"20230726194812"|4|C009
JXPOP64639204|"20230703031851"|2|C010
JXEC99830045|"20230718183049"|1|C003
JXPOP61650673|"20230714022255"|2|C002
JXFD90704288|"20230702123352"|4|C004
JXFD78771773|"20230723120540"|2|C002
JXEC30468930|"20230726061934"|3|C001
JXFD65850535|"20230704194309"|4|C007
JXFD00281279|"20230715095501"|1|C009
JXPOP83541326|"20230728023736"|4|C006
JXFD84504594|"20230725014412"|5|C007
JXEC08752717|"20230730023126"|2|C003
JXPOP42019188|"20230706204406"|5|C005
JXFD41375289|"20230724060750"|1|C009
JXEC04300925|"20230724090717"|5|C005
JXEC70644657|"20230705235808"|4|C006
JXFD96325336|"20230702094257"|5|C009
JXFD25388838|"20230731223120"|5|C003
JXEC31357876|"20230703005323"|1|C007
JXFD02941753|"20230706161406"|2|C002
JXFD01738654|"20230714105606"|1|C006
JXPOP64041108|"20230726173800"|5|C009
JXPOP86644859|"20230703192604"|2|C002
JXEC40795609|"20230713213732"|3|C006
JXPOP42869269|"20230702050056"|2|C009
JXPOP37882677|"20230709202926"|2|C003
JXFD67707641|"20230724062552"|3|C001
JXFD62219152|"20230724104948"|1|C002
JXEC77845942|"20230707133912"|5|C005
JXPOP89673653|"20230723195047"|3|C005
JXPOP83529407|"20230723053300"|1|C006
JXFD63844069|"20230712103529"|1|C007
JXEC90551607|"20230726042603"|3|C006
JXFD76724079|"20230708064629"|4|C006
JXEC60326531|"20230709165351"|5|C004
JXEC69057263|"20230726011219"|3|C004
JXPOP09150280|"20230714073729"|3|C001
JXPOP38303889|"20230721034051"|4|C004
JXEC55294807|"20230705095333"|2|C001
JXEC76476500|"20230714092053"|3|C007
JXPOP03764140|"20230729182843"|1|C001
JXPOP92059955|"20230709061610"|3|C009
JXPOP37815470|"20230713205644"|1|C008
JXPOP90604166|"20230723191745"|5|C005
JXEC93459891|"20230704120031"|4|C010
JXFD97827980|"20230724141343"|3|C006
JXPOP74149688|"20230705115214"|5|C006
JXEC61887421|"20230722235501"|1|C005
JXPOP57503868|"20230704132013"|4|C009
JXFD43703806|"20230705093021"|2|C005
JXEC19545243|"20230727202133"|1|C003
JXEC46852229|"20230718000504"|4|C002
JXFD78838175|"20230703234808"|5|C010
JXPOP45301258|"20230720050539"|1|C010
JXPOP65960364|"20230709181835"|4|C003
JXFD81168903|"20230709132931"|1|C003
JXFD08589282|"20230731194730"|3|C010
JXPOP23879654|"20230701023229"|2|C002
JXPOP89659204|"20230701214505"|3|C001
JXPOP83557476|"20230713070836"|4|C006
JXEC63136589|"20230708133411"|1|C005
JXEC30092574|"20230711182845"|1|C006
JXFD75808899|"20230723105500"|5|C006
JXFD41616489|"20230705235205"|4|C004
JXPOP84373888|"20230730003005"|2|C001
JXPOP81396985|"20230719002001"|3|C001
JXPOP64884843|"20230705152254"|2|C010
JXPOP05223386|"20230723135116"|3|C004
JXFD82407239|"20230711175457"|5|C007
JXFD03595183|"20230706165329"|3|C005
JXFD25943574|"20230728104244"|5|C010
JXPOP64526287|"20230722180942"|4|C010
JXPOP58441268|"20230720095938"|3|C008
JXFD94290229|"20230709122612"|3|C010
JXPOP25496278|"20230722000425"|2|C005
JXFD77607963|"20230714073757"|4|C004
JXPOP86828856|"20230717215915"|4|C003
JXPOP97394603|"20230708115953"|5|C001
JXEC76639984|"20230729164409"|5|C010
JXEC40359887|"20230723232251"|3|C005
JXEC24833147|"20230704181056"|1|C007
JXEC45069953|"20230727180913"|5|C001
JXFD22013620|"20230713184332"|3|C010
JXFD30674455|"20230712123929"|1|C010
JXFD63134600|"20230714234824"|5|C010
JXEC66562096|"20230717012052"|3|C009
JXPOP54169910|"20230728085649"|4|C005
JXPOP97563291|"20230701172059"|1|C005
JXEC21988052|"20230705123030"|1|C003
JXEC66255372|"20230724110147"|3|C003
JXEC47945210|"20230701151816"|3|C004
JXEC68286408|"20230721154628"|1|C008
JXPOP92396702|"20230701125330"|4|C004
JXEC50013244|"20230729031440"|2|C006
JXPOP86395335|"20230731194044"|4|C007
JXPOP25250525|"20230728055710"|5|C007
JXPOP66913420|"20230713145044"|2|C010
JXPOP84711451|"20230707154038"|1|C005
JXEC07275318|"20230725173705"|2|C004
JXPOP50028784|"20230708211430"|4|C007
JXPOP00772973|"20230717115651"|3|C007
JXPOP01065118|"20230717052425"|4|C001
JXEC05835433|"20230721090623"|4|C004
JXEC17203000|"20230722201105"|3|C007
JXFD38404767|"20230707210800"|5|C009
JXEC40158278|"20230713085318"|4|C005
JXEC95725349|"20230730125401"|5|C006
JXEC49714564|"20230730095102"|2|C007
JXEC24878026|"20230708180416"|2|C004
JXPOP72623300|"20230711181035"|1|C006
JXEC55284579|"20230724154649"|1|C004
JXEC39419804|"20230702170913"|5|C008
JXPOP15330020|"20230723221716"|3|C005
JXEC01689117|"20230709072904"|1|C004
JXPOP21175259|"20230707055049"|5|C006
JXFD04610542|"20230706021916"|1|C008
JXPOP35119358|"20230719053841"|1|C001
JXPOP24828744|"20230717012904"|2|C007
JXFD59283980|"20230710160734"|4|C006
JXEC19214562|"20230719084415"|3|C005
JXPOP45311058|"20230707090900"|5|C002
JXFD76918921|"20230718205252"|4|C004
JXPOP51899806|"20230723044233"|2|C001
JXFD26370748|"20230703052805"|5|C007
JXPOP13626479|"20230708140318"|4|C009
JXEC86075435|"20230701013810"|1|C003
JXPOP34997348|"20230708122424"|3|C008
JXFD45880218|"20230707081710"|3|C010
JXPOP23597994|"20230711003718"|2|C010
JXEC73742903|"20230728230518"|3|C007
JXPOP99789020|"20230714204316"|3|C002
JXFD85837856|"20230728151840"|1|C002
JXPOP33443767|"20230716164444"|2|C003
JXEC32778443|"20230730053337"|3|C001
JXPOP53715885|"20230712154132"|1|C002
JXPOP34597492|"20230716082826"|3|C004
JXFD36328009|"20230714103721"|1|C010
JXFD47232886|"20230710080243"|3|C008
JXPOP08511475|"20230703021333"|5|C003
JXPOP09516993|"20230708072513"|4|C009
JXPOP02539461|"20230728054727"|2|C006
JXPOP24098607|"20230718074549"|5|C001
JXFD22322913|"20230725230656"|4|C007
JXFD21985008|"20230726191057"|1|C008
JXFD80115438|"20230708152613"|4|C008
JXPOP96048351|"20230702190358"|5|C005
JXFD81114361|"20230704040217"|2|C010
JXEC07782728|"20230721120453"|3|C005
JXPOP46937040|"20230714214539"|1|C006
JXFD82036048|"20230719060049"|1|C009
JXFD00444712|"20230714151750"|4|C007
JXEC25850584|"20230712224243"|2|C004
JXPOP31323380|"20230703063350"|1|C003
JXPOP56284998|"20230703130014"|5|C005
JXFD47582859|"20230708222606"|4|C006
JXEC62010698|"20230730025127"|4|C008
JXFD89316474|"20230720041816"|4|C010
JXPOP55662423|"20230728113311"|3|C001
JXFD73184631|"20230722184558"|5|C005
JXPOP96240894|"20230717004130"|5|C005
JXEC49330073|"20230705032135"|3|C010
JXPOP35054305|"20230724003226"|3|C008
JXFD88588403|"20230713181132"|1|C007
JXPOP98937876|"20230719075035"|5|C008
JXPOP79578173|"20230707144654"|4|C003
JXFD73019805|"20230701154420"|3|C007
JXPOP66803874|"20230708085350"|1|C001
JXEC33829179|"20230711133045"|5|C002
JXEC80492686|"20230702171100"|2|C009
JXPOP43983235|"20230719064100"|5|C010
JXFD35101970|"20230723143515"|2|C008
JXFD86956051|"20230726220401"|1|C001
JXEC80575904|"20230703224549"|1|C009
JXPOP76131788|"20230701143937"|3|C008
JXFD40303956|"20230728223302"|3|C001
JXFD28953061|"20230715234125"|5|C002
JXEC55221406|"20230720052839"|3|C001
JXFD78187902|"20230719052013"|1|C010
JXPOP47281478|"20230710070736"|5|C006
JXEC57411794|"20230710040439"|4|C005
JXFD16345266|"20230724102323"|4|C001
JXFD28492944|"20230713050948"|1|C007
JXPOP90882537|"20230719150810"|1|C008
JXEC53644202|"20230713053825"|3|C001
JXEC77515077|"20230709072021"|4|C010
JXEC07429379|"20230704154041"|5|C006
JXFD33429825|"20230713212721"|2|C006
JXFD32582326|"20230722084046"|3|C006
JXFD49025754|"20230702081026"|4|C009
JXFD05145995|"20230725115125"|1|C001
JXFD40763190|"20230728074521"|2|C007
JXPOP35872096|"20230726192905"|3|C009
JXFD85780283|"20230729134234"|3|C005
JXEC62897147|"20230729094238"|1|C007
JXPOP40247888|"20230704032557"|4|C009
JXEC86119328|"20230717183843"|1|C001
JXFD55968803|"20230707222512"|2|C004
JXPOP68368340|"20230728035122"|4|C010
JXPOP21035578|"20230723150125"|4|C010
JXPOP32896255|"20230701200556"|3|C008
JXEC98093548|"20230712015036"|2|C008
JXEC12595808|"20230720202256"|5|C010
JXPOP05519340|"20230714172540"|3|C008
JXFD31421207|"20230722224803"|5|C010
JXFD27627132|"20230722001409"|3|C009
JXPOP91100827|"20230714073337"|1|C009
JXPOP16830889|"20230731035027"|2|C001
JXPOP41631856|"20230717132419"|4|C003
JXEC93779164|"20230716064209"|5|C007
JXFD30107702|"20230709141944"|3|C009
JXFD63284997|"20230712084818"|5|C007
JXPOP77548187|"20230712030011"|3|C004
JXPOP60908360|"20230717180030"|5|C006
JXFD59893152|"20230727192500"|1|C003
JXPOP38859019|"20230715084710"|4|C007
JXPOP06749050|"20230711192238"|1|C008
JXFD20258609|"20230715044212"|4|C010
JXFD92976904|"20230717045956"|3|C004
JXPOP68686455|"20230714092933"|5|C009
JXFD97344671|"20230712112959"|1|C005
JXFD46325239|"20230724075608"|1|C008
JXFD33605458|"20230719225045"|2|C008
JXEC17271242|"20230728083456"|1|C006
JXEC28541482|"20230724210935"|3|C006
JXPOP62039941|"20230718152531"|3|C005
JXPOP34406333|"20230702093758"|5|C005
JXPOP23323782|"20230721132350"|4|C004
JXEC87400985|"20230712140531"|5|C010
JXFD11339474|"20230706124559"|5|C007
JXEC26715991|"20230711010515"|2|C004
JXEC77694948|"20230726143149"|5|C001
JXPOP12062893|"20230729204724"|4|C009
JXFD87638882|"20230719150554"|3|C003
JXFD09272086|"20230705014100"|5|C004
JXEC48216894|"20230716213524"|2|C002
JXFD41045235|"20230708120600"|4|C007
JXFD34328384|"20230719131106"|3|C001
JXFD57534257|"20230721230529"|1|C010
JXPOP97921949|"20230727193642"|5|C006
JXFD14278327|"20230719075117"|1|C002
JXPOP06631918|"20230720152523"|4|C010
JXFD86559158|"20230717024005"|5|C007
JXFD58744513|"20230724223245"|5|C001
JXEC34698675|"20230710120748"|2|C005
JXPOP71035650|"20230721093029"|3|C009
JXPOP45991041|"20230712153222"|3|C007
JXFD52288858|"20230726050952"|4|C002
JXEC47645460|"20230728110314"|1|C010
JXFD05628641|"20230731130732"|3|C004
JXEC81448434|"20230709162011"|1|C010
JXFD21057518|"20230704210724"|5|C005
JXPOP68954320|"20230712061129"|5|C001
JXFD63149992|"20230725153315"|2|C007
JXFD14367393|"20230717113952"|3|C007
JXEC16091742|"20230717003609"|5|C007
JXFD96610405|"20230701143804"|1|C009
JXPOP65595982|"20230703180940"|1|C010
JXPOP93360059|"20230726061954"|2|C010
JXPOP94159855|"20230722071121"|3|C002
JXPOP51778063|"20230706162938"|3|C005
JXPOP80464549|"20230731002650"|4|C006
JXPOP39417300|"20230723034349"|2|C002
JXPOP12316495|"20230710071441"|5|C006
JXPOP26740155|"20230704095827"|4|C004
JXFD74807571|"20230711123153"|5|C005
JXFD60771562|"20230711165757"|2|C003
JXFD91435230|"20230729144356"|3|C007
JXPOP04970464|"20230704060132"|1|C008
JXPOP56422196|"20230721073023"|1|C010
JXFD31162797|"20230710144122"|3|C001
JXEC73035106|"20230715191538"|2|C005
JXPOP14160192|"20230726163128"|3|C004
JXPOP05817355|"20230702114614"|3|C005
JXEC09347712|"20230727230749"|3|C004
JXFD42105388|"20230711141904"|1|C005
JXFD25660165|"20230711080012"|3|C009
JXFD10846751|"20230706065415"|2|C001
JXFD23364437|"20230718113119"|3|C005
JXEC67036436|"20230705213412"|5|C003
JXPOP81271641|"20230731144653"|2|C007
JXEC68630663|"20230720110747"|5|C004
JXPOP40209578|"20230717053924"|4|C009
JXEC93508781|"20230718125100"|2|C004
JXEC44100204|"20230729063500"|1|C005
JXFD58142539|"20230727025017"|2|C004
JXEC95471199|"20230727224433"|3|C010
JXPOP88476079|"20230723183703"|2|C003
JXPOP05941231|"20230716175135"|2|C010
JXFD30135798|"20230704174108"|1|C009
JXEC37053888|"20230723034402"|3|C009
JXFD60110764|"20230727192333"|4|C007
JXEC41948631|"20230728133512"|5|C008
JXFD17186683|"20230730131301"|3|C002
JXPOP43132772|"20230715052229"|3|C010
JXFD41610098|"20230730113024"|5|C007
JXPOP91331593|"20230708230108"|2|C010
JXFD68092825|"20230712074229"|1|C007
JXEC93100676|"20230719233642"|2|C004
JXPOP25717521|"20230702002823"|2|C010
JXPOP29159779|"20230709050607"|4|C006
JXPOP45379987|"20230727185306"|2|C009
JXPOP84376751|"20230723065842"|2|C001
JXFD86667098|"20230711063343"|4|C003
JXEC64211815|"20230706135132"|5|C008
JXFD83133195|"20230708131319"|3|C003
JXFD71342910|"20230728004836"|5|C009
JXPOP50460237|"20230712000939"|4|C009
JXPOP07427849|"20230729144346"|5|C003
JXPOP48927189|"20230707215206"|4|C003
JXEC86371369|"20230712013833"|3|C004
JXPOP48320626|"20230719195353"|3|C008
JXPOP20507436|"20230720064351"|2|C003
JXFD49749446|"20230706124823"|4|C010
JXEC69304731|"20230709071121"|4|C008
JXFD51923857|"20230711143544"|5|C005
JXEC98682588|"20230721155529"|1|C002
JXFD15845609|"20230706093125"|3|C002
JXPOP69526785|"20230721122707"|2|C009
JXFD83040178|"20230717221428"|3|C009
JXFD88037498|"20230703142028"|2|C004
JXFD71274738|"20230710171520"|2|C007
JXPOP51026431|"20230704073030"|5|C008
JXPOP76674809|"20230705011729"|3|C001
JXFD12629480|"20230729103637"|2|C007
JXFD23210804|"20230725031610"|3|C005
JXFD86742769|"20230714074312"|1|C002
JXEC93403037|"20230717172738"|1|C002
JXPOP76669856|"20230709214113"|5|C002
JXFD42187211|"20230703205601"|5|C001
JXEC19183965|"20230713145612"|1|C008
JXFD01794243|"20230729110751"|4|C007
JXEC50802239|"20230717144705"|2|C001
JXFD56174010|"20230714232133"|4|C004
JXPOP55177105|"20230728145328"|5|C006
JXFD36072844|"20230718165213"|4|C007
