"waybill_code"|"create_time"|"id_warehouse"|"id_cat"|"id_payment_type"|"id_card"|"id_customer"|"weight"|"fee"|"province_code"|"city_code"|"district_code"
JXEC46843078|"20230724191551"|2|4|3|2|11|39|43066|34|3475|347504
JXFD09053546|"20230729210225"|2|5|1||13|12|48197|34|3475|347505
JXPOP39758746|"20230721112359"|4|5|3|2|12|85|71037|36|3601|360101
JXEC81327681|"20230711064100"|2|1|3|2|9|21|30794|36|3601|360102
JXFD54795570|"20230703011646"|5|5|1||17|54|97178|36|3601|360103
JXEC71643516|"20230709183047"|3|5|3|1|19|87|98876|36|3601|360104
JXEC07791386|"20230730064958"|4|1|1||13|50|52481|36|3601|360105
JXFD70178378|"20230714154523"|5|5|2|2|19|72|81011|36|3604|360401
JXFD75573565|"20230730074532"|3|4|1||17|16|55118|36|3604|360402
JXFD81756367|"20230718111701"|2|3|1||19|100|77602|36|3604|360403
JXEC86978658|"20230720161850"|1|5|1||12|8|16606|36|3604|360404
JXFD57520085|"20230730164941"|3|1|1||4|78|83342|36|3604|360405
JXPOP15564565|"20230727110036"|5|3|3|1|9|89|79666|36|3671|367101
JXFD41442266|"20230701160311"|3|2|3|1|8|1|19783|36|3671|367102
JXEC59274100|"20230730063428"|2|2|1||4|57|88995|36|3671|367103
JXPOP63791921|"20230729161613"|5|3|1||14|88|80573|36|3671|367104
JXFD56171227|"20230701202238"|5|3|1||10|95|75275|36|3671|367105
JXPOP81036755|"20230730070151"|4|2|1||4|30|31747|36|3674|367401
JXPOP76941070|"20230704061805"|4|5|1||17|96|79863|36|3674|367402
JXFD04921947|"20230706083254"|4|3|1||5|13|49839|36|3674|367403
JXPOP48218647|"20230721121056"|4|1|3|2|18|43|27078|36|3674|367404
JXEC82287823|"20230714181708"|4|1|3|2|4|89|87673|36|3674|367405
JXFD05600054|"20230713143625"|2|5|2|2|14|53|98112|36|3675|367501
JXEC19451326|"20230716104325"|1|5|2|2|16|75|73380|36|3675|367502
JXFD33289197|"20230717105946"|1|1|3|2|19|16|60596|36|3675|367503
JXPOP16212336|"20230713181647"|1|4|2|1|4|44|50597|36|3675|367504
JXFD66466139|"20230731105748"|1|2|1||10|96|96771|36|3675|367505
JXPOP11054539|"20230725153014"|5|1|3|1|1|15|43610|36|3673|367301
JXEC74203048|"20230717051920"|4|3|3|1|16|29|29591|36|3673|367302
JXPOP86765940|"20230720102513"|2|2|3|2|11|57|93364|36|3673|367303
JXFD15051763|"20230713130955"|4|2|2|2|19|20|49309|36|3673|367304
JXEC45238050|"20230702121937"|2|4|2|2|4|85|88471|36|3673|367305
JXEC86712432|"20230709011003"|5|4|2|2|12|85|99708|35|3571|357101
JXPOP88450962|"20230716225200"|2|3|1||20|59|83199|35|3571|357102
JXFD51209950|"20230713195242"|2|3|1||4|52|71986|35|3571|357103
JXPOP45688326|"20230715034259"|1|4|3|2|6|58|84278|35|3571|357104
JXEC64746001|"20230703084600"|3|2|3|2|11|67|86683|35|3571|357105
JXPOP41107463|"20230712071210"|1|5|3|2|15|15|32050|32|3271|327101
JXEC78922137|"20230727082533"|5|2|1||5|82|96360|32|3271|327102
JXFD52203984|"20230711225602"|1|2|3|1|19|60|85813|32|3271|327103
JXPOP50200761|"20230712185705"|3|5|3|1|13|84|78542|32|3271|327104
JXPOP22352712|"20230718190808"|3|3|3|1|8|31|64674|32|3271|327105
JXPOP70058282|"20230730232522"|1|1|2|1|5|91|89379|32|3236|323601
JXPOP51499496|"20230725132629"|5|3|2|2|15|21|52380|32|3236|323602
JXPOP07832741|"20230713230837"|4|3|3|2|17|93|81140|32|3236|323603
JXPOP74394739|"20230719055620"|3|5|3|1|14|20|53089|32|3236|323604
JXEC43416422|"20230724091426"|4|4|2|2|4|46|32372|32|3236|323605
JXEC59582738|"20230724160555"|3|5|3|2|19|4|24700|33|3371|337101
JXPOP48192019|"20230728024153"|2|4|3|2|15|83|79820|33|3371|337102
JXPOP19649292|"20230704144626"|2|3|2|2|7|79|72805|33|3371|337103
JXEC64455655|"20230726065357"|4|3|1||7|70|70120|33|3371|337104
JXPOP57793331|"20230728060318"|3|5|3|1|10|29|46616|33|3371|337105
JXEC64171712|"20230705141008"|2|5|1||15|18|51047|33|3372|337201
JXFD82621543|"20230708221036"|4|4|3|1|19|21|57909|33|3372|337202
JXEC43560982|"20230726201420"|4|4|3|1|7|100|94726|33|3372|337203
JXPOP21064780|"20230730230848"|5|3|2|2|2|4|24042|33|3372|337204
JXFD49711788|"20230727212819"|5|2|1||10|47|55081|33|3372|337205
JXEC90123906|"20230721173104"|5|2|1||18|97|99976|34|3471|347101
JXFD64535915|"20230709230442"|5|1|3|1|12|75|74235|34|3471|347102
JXEC89217334|"20230717101629"|3|5|3|1|14|12|49466|34|3471|347103
JXEC61545003|"20230714202839"|3|1|1||12|25|31583|34|3471|347104
JXFD47852650|"20230716181108"|1|2|3|2|11|47|46818|34|3471|347105
JXEC90786040|"20230727165000"|4|5|3|2|12|55|93784|34|3475|347501
JXFD89039485|"20230728141726"|3|5|3|1|19|45|29947|34|3475|347502
JXEC24650508|"20230724185319"|2|2|1||9|3|24738|34|3475|347503
JXEC73027088|"20230731115854"|5|5|3|2|6|35|32157|34|3475|347504
JXEC19909778|"20230720144531"|4|5|3|2|11|39|60469|34|3475|347505
JXPOP57201614|"20230718145948"|1|4|2|1|3|54|86432|36|3601|360101
JXFD62459455|"20230712140717"|5|5|1||16|80|88054|36|3601|360102
JXEC18308790|"20230728220256"|3|1|3|1|7|77|95529|36|3601|360103
JXEC98628790|"20230725114112"|5|3|1||17|27|43412|36|3601|360104
JXFD71094847|"20230725075101"|1|1|3|2|2|36|28349|36|3601|360105
JXEC84789137|"20230712190600"|4|4|3|2|17|67|72285|36|3604|360401
JXEC20983833|"20230704171611"|1|5|1||2|64|78065|36|3604|360402
JXEC60172334|"20230731234327"|4|5|3|2|6|68|75387|36|3604|360403
JXEC82079722|"20230728023033"|4|4|2|2|19|1|20032|36|3604|360404
JXEC30346217|"20230710152735"|1|3|2|1|3|67|95470|36|3604|360405
JXFD37207287|"20230720121044"|1|2|3|2|11|86|91478|36|3671|367101
JXEC29926460|"20230709002505"|5|2|3|2|14|74|71603|36|3671|367102
JXPOP59020270|"20230713084008"|3|5|3|2|17|69|73054|36|3671|367103
JXFD58103351|"20230717185001"|2|4|2|2|11|74|90483|36|3671|367104
JXPOP42804239|"20230715032442"|1|2|3|2|9|16|27474|36|3671|367105
JXEC29933583|"20230712204227"|3|5|2|2|14|63|80671|36|3674|367401
JXFD42494038|"20230727025139"|5|2|2|2|14|49|48335|36|3674|367402
JXFD69918320|"20230723042058"|4|1|2|1|6|1|24400|36|3674|367403
JXPOP50216301|"20230721164642"|5|2|1||8|68|73648|36|3674|367404
JXPOP71479015|"20230730131311"|1|5|1||15|68|73261|36|3674|367405
JXEC00999210|"20230717002006"|3|4|1||10|53|96395|36|3675|367501
JXPOP76196098|"20230717215902"|2|5|2|2|18|42|59411|36|3675|367502
JXFD91859139|"20230709001342"|2|1|3|2|10|54|84218|36|3675|367503
JXPOP93090153|"20230705043826"|5|2|1||3|75|73473|36|3675|367504
JXEC35955372|"20230726083145"|5|1|3|2|10|78|70525|36|3675|367505
JXPOP53165443|"20230716045615"|3|5|3|2|6|81|77072|36|3673|367301
JXFD15033681|"20230705044701"|3|3|3|1|16|83|80894|36|3673|367302
JXPOP09259293|"20230706040404"|5|2|2|1|4|13|58217|36|3673|367303
JXPOP26402424|"20230701011226"|3|2|3|1|20|37|26423|36|3673|367304
JXPOP58947314|"20230726080947"|1|1|1||12|22|37989|36|3673|367305
JXFD82468700|"20230721182920"|5|3|2|1|3|10|16478|35|3571|357101
JXEC44967744|"20230707202853"|1|5|2|1|11|46|57267|35|3571|357102
JXFD00677923|"20230709132528"|1|1|3|1|19|22|50141|35|3571|357103
JXPOP34270280|"20230714094313"|5|4|1||20|41|29435|35|3571|357104
JXFD91707311|"20230708075620"|4|2|2|2|3|93|84042|35|3571|357105
JXFD27725961|"20230715061800"|1|3|3|1|1|40|41072|32|3271|327101
JXPOP46233393|"20230726150856"|4|2|2|1|5|79|77767|32|3271|327102
JXEC16802294|"20230705151257"|3|5|1||8|83|84127|32|3271|327103
JXPOP91339510|"20230714115422"|5|5|2|1|17|29|39666|32|3271|327104
JXFD11264879|"20230708025401"|2|1|3|1|20|84|93360|32|3271|327105
JXFD79120923|"20230705133629"|4|1|1||11|74|91183|32|3236|323601
JXFD51001902|"20230711180323"|3|2|3|2|10|36|61704|32|3236|323602
JXFD69164217|"20230717024158"|4|1|2|1|5|26|46392|32|3236|323603
JXEC74257720|"20230718191644"|4|4|1||13|72|94003|32|3236|323604
JXEC27694190|"20230708142804"|4|2|1||20|95|76675|32|3236|323605
JXFD04182517|"20230719104044"|5|3|3|1|1|73|88939|33|3371|337101
JXFD08107805|"20230726045742"|3|2|2|2|7|81|88785|33|3371|337102
JXEC92465274|"20230701073045"|1|4|3|1|17|71|73021|33|3371|337103
JXFD80681801|"20230723173926"|2|5|1||12|57|91288|33|3371|337104
JXEC76035396|"20230704092000"|1|3|2|1|13|37|59416|33|3371|337105
JXFD69356998|"20230731023807"|3|2|2|2|14|26|64396|33|3372|337201
JXPOP14472125|"20230711135723"|5|1|3|1|3|65|96170|33|3372|337202
JXFD21211818|"20230709151148"|3|3|1||11|55|95907|33|3372|337203
JXPOP73895928|"20230705121539"|1|4|2|2|2|36|43161|33|3372|337204
JXEC27278417|"20230706014002"|4|4|2|1|8|63|73901|33|3372|337205
JXEC74845624|"20230712224742"|5|2|3|1|14|81|79684|34|3471|347101
JXEC23736651|"20230729100634"|3|1|3|2|10|44|45317|34|3471|347102
JXFD40753303|"20230719012628"|4|3|1||18|55|92234|34|3471|347103
JXPOP77768286|"20230712053454"|1|1|3|2|20|80|70651|34|3471|347104
JXEC42295076|"20230705122644"|2|4|3|2|3|96|83205|34|3471|347105
JXFD58122767|"20230724043603"|3|3|2|2|9|18|35485|34|3475|347501
JXPOP08915711|"20230714122337"|2|4|1||19|62|84663|34|3475|347502
JXPOP66507463|"20230715205704"|3|5|2|1|17|6|18064|34|3475|347503
JXPOP02360204|"20230704064045"|4|5|3|2|14|97|99406|34|3475|347504
JXFD43823256|"20230715152347"|3|4|2|1|14|84|94298|34|3475|347505
JXFD17767736|"20230707171417"|3|5|1||4|74|85782|36|3601|360101
JXEC19713690|"20230718122033"|3|3|3|1|9|39|62972|36|3601|360102
JXPOP22094393|"20230712132333"|2|2|2|2|9|12|30068|36|3601|360103
JXFD96898883|"20230728210337"|5|1|2|2|5|60|99191|36|3601|360104
JXFD58098846|"20230715233723"|5|4|2|1|10|4|24347|36|3601|360105
JXEC78898308|"20230727025749"|3|1|2|1|2|25|30437|36|3604|360401
JXFD23046286|"20230711015947"|4|4|1||11|28|50573|36|3604|360402
JXFD10431860|"20230713104217"|3|3|1||4|25|33066|36|3604|360403
JXFD29363333|"20230718043014"|1|4|3|1|10|21|54292|36|3604|360404
JXPOP02633760|"20230724222625"|3|1|3|1|19|59|82590|36|3604|360405
JXFD50783571|"20230710113535"|4|3|1||19|60|71380|36|3671|367101
JXFD16092145|"20230718013249"|4|5|2|2|18|18|37076|36|3671|367102
JXPOP51760199|"20230724095426"|3|1|3|2|18|99|99587|36|3671|367103
JXFD00257202|"20230720182527"|2|2|1||6|92|93822|36|3671|367104
JXEC92439269|"20230710212051"|3|3|3|1|3|27|27353|36|3671|367105
JXFD77144487|"20230726030911"|2|3|2|1|2|1|25285|36|3674|367401
JXEC16730181|"20230731055741"|1|1|1||17|90|90055|36|3674|367402
JXPOP63596223|"20230718233618"|5|5|1||12|87|76876|36|3674|367403
JXFD04304943|"20230715042509"|2|5|2|2|19|46|55422|36|3674|367404
JXFD66327984|"20230705073850"|5|5|2|2|12|10|11111|36|3674|367405
JXFD17816338|"20230704080702"|2|4|3|2|2|57|76826|36|3675|367501
JXFD42468433|"20230711223203"|1|2|3|1|4|90|86481|36|3675|367502
JXFD07287789|"20230721153541"|4|1|2|2|5|24|54489|36|3675|367503
JXEC55946652|"20230729103147"|1|4|3|2|9|50|35532|36|3675|367504
JXFD41728026|"20230718152118"|5|5|3|2|6|85|97088|36|3675|367505
JXPOP52419291|"20230719150036"|4|5|3|2|4|83|83051|36|3673|367301
JXPOP88835390|"20230706151825"|3|5|1||19|55|79984|36|3673|367302
JXPOP34750150|"20230716121418"|3|4|3|1|9|21|51655|36|3673|367303
JXEC98322738|"20230719121657"|3|3|2|1|20|20|47183|36|3673|367304
JXFD53415252|"20230718051617"|1|2|1||19|10|15857|36|3673|367305
JXPOP99671313|"20230715000503"|5|5|3|1|1|61|73127|35|3571|357101
JXPOP82135484|"20230707163607"|1|5|2|2|12|65|72050|35|3571|357102
JXFD44636258|"20230725202208"|4|4|3|2|10|39|48205|35|3571|357103
JXFD47376186|"20230724112647"|4|1|2|1|3|11|31633|35|3571|357104
JXEC55503010|"20230705171258"|4|3|2|2|15|70|81014|35|3571|357105
JXEC51160300|"20230725192750"|2|1|2|1|16|20|31692|32|3271|327101
JXEC12968557|"20230701005129"|1|2|3|1|1|85|90469|32|3271|327102
JXPOP69894768|"20230708195108"|2|5|3|1|8|59|81053|32|3271|327103
JXFD46690126|"20230722203924"|4|1|2|1|14|20|50040|32|3271|327104
JXPOP37595937|"20230701190848"|1|5|3|1|20|70|76425|32|3271|327105
JXPOP34135600|"20230711071426"|1|1|1||18|74|88775|32|3236|323601
JXEC00671153|"20230721024816"|3|2|2|1|15|18|57677|32|3236|323602
JXEC32050710|"20230714191606"|1|1|2|2|3|3|24586|32|3236|323603
JXFD65383896|"20230709064459"|4|3|1||3|51|79970|32|3236|323604
JXEC78943662|"20230709162237"|5|4|2|2|11|88|77486|32|3236|323605
JXFD78726530|"20230724110224"|3|1|3|1|4|17|43009|33|3371|337101
JXFD11085890|"20230716141631"|5|1|1||19|31|49758|33|3371|337102
JXFD68072850|"20230709233712"|5|5|1||7|44|30054|33|3371|337103
JXPOP97014960|"20230718220354"|3|5|3|2|8|8|19375|33|3371|337104
JXEC59843765|"20230717234556"|4|1|3|2|18|70|76163|33|3371|337105
JXFD03234941|"20230730024201"|5|1|3|1|3|41|35207|33|3372|337201
JXPOP37660916|"20230718035848"|4|5|1||7|77|97882|33|3372|337202
JXEC66702271|"20230703212224"|1|4|3|2|11|63|98060|33|3372|337203
JXEC48559925|"20230722190413"|1|5|2|2|4|77|94522|33|3372|337204
JXPOP35437097|"20230716155806"|1|3|1||11|32|40587|33|3372|337205
JXFD71268059|"20230701224205"|3|4|3|2|3|39|57846|34|3471|347101
JXEC29554417|"20230703132210"|2|5|3|2|5|84|71225|34|3471|347102
JXPOP45399325|"20230722132758"|3|1|3|2|3|32|52605|34|3471|347103
JXPOP98755829|"20230708003131"|3|5|3|1|10|50|53893|34|3471|347104
JXEC89712202|"20230703091019"|1|2|2|1|19|10|23882|34|3471|347105
JXEC60728679|"20230719191842"|5|5|2|2|1|91|73685|34|3475|347501
JXEC17626190|"20230722164415"|3|5|3|1|15|64|78046|34|3475|347502
JXFD70775108|"20230703084207"|5|5|3|1|16|42|40335|34|3475|347503
JXFD70078741|"20230724052022"|2|1|1||17|28|32488|34|3475|347504
JXEC60852332|"20230715025902"|1|5|2|2|15|88|75995|34|3475|347505
JXPOP55700230|"20230711064542"|1|1|2|2|12|11|41747|36|3601|360101
JXPOP43817499|"20230719184052"|1|4|3|1|9|21|51003|36|3601|360102
JXFD46687515|"20230708123729"|1|4|2|2|20|31|55343|36|3601|360103
JXFD39313936|"20230731192831"|3|4|3|1|11|83|75954|36|3601|360104
JXEC41668254|"20230707192436"|4|4|1||10|28|54569|36|3601|360105
JXFD18122174|"20230706064033"|1|4|3|1|19|85|70083|36|3604|360401
JXPOP26310259|"20230708234823"|3|4|1||19|37|39685|36|3604|360402
JXFD45305544|"20230701153003"|4|1|3|2|9|13|46462|36|3604|360403
JXFD60634193|"20230714143527"|5|2|1||6|99|87457|36|3604|360404
JXPOP52833397|"20230706004301"|4|1|2|1|4|4|19022|36|3604|360405
JXEC90247149|"20230729150934"|3|3|1||6|46|42274|36|3671|367101
JXPOP78139144|"20230726162113"|5|1|2|2|18|36|39111|36|3671|367102
JXEC95454208|"20230713224347"|3|2|2|2|6|74|75628|36|3671|367103
JXEC09022478|"20230712045535"|1|4|2|1|10|37|61756|36|3671|367104
JXEC94864989|"20230708102425"|1|5|1||6|30|27742|36|3671|367105
JXFD58042225|"20230716183738"|5|2|3|2|16|3|20184|36|3674|367401
JXFD64198926|"20230705215836"|1|1|2|1|9|76|92617|36|3674|367402
JXEC80787753|"20230717164604"|5|1|1||20|93|76643|36|3674|367403
JXFD88546673|"20230717084528"|1|5|3|2|12|8|13188|36|3674|367404
JXPOP35974327|"20230715095145"|5|5|1||20|64|75939|36|3674|367405
JXEC84741660|"20230718054642"|3|5|1||9|15|42458|36|3675|367501
JXEC33575626|"20230711170939"|3|1|1||16|74|82361|36|3675|367502
JXPOP28102611|"20230717151817"|2|5|1||15|85|96345|36|3675|367503
JXFD84925005|"20230715005042"|5|1|1||16|9|12416|36|3675|367504
JXPOP39391503|"20230719041507"|1|1|1||9|69|76359|36|3675|367505
JXEC23494895|"20230713070651"|3|5|2|2|3|10|16471|36|3673|367301
JXEC61110395|"20230725024023"|3|4|3|2|7|35|52804|36|3673|367302
JXEC34562274|"20230713082100"|4|1|1||14|49|57862|36|3673|367303
JXFD36911789|"20230705143634"|4|1|1||16|100|75961|36|3673|367304
JXEC49740011|"20230729230624"|4|4|3|1|11|24|42572|36|3673|367305
JXPOP28853903|"20230725001613"|2|1|2|1|8|83|74642|35|3571|357101
JXFD23524873|"20230717084610"|2|1|1||7|15|59815|35|3571|357102
JXPOP38934537|"20230707040150"|4|1|2|1|2|63|79495|35|3571|357103
JXPOP14998893|"20230706182756"|1|2|2|1|20|82|88488|35|3571|357104
JXEC96896271|"20230714165335"|2|2|1||11|4|21206|35|3571|357105
JXEC27228656|"20230712082009"|5|2|3|2|10|14|37777|32|3271|327101
JXPOP30073074|"20230714083257"|3|1|1||9|90|80403|32|3271|327102
JXFD47790355|"20230719203700"|5|2|3|1|15|46|45622|32|3271|327103
JXPOP78544956|"20230720140244"|3|2|2|2|9|28|59968|32|3271|327104
JXPOP30066451|"20230715083704"|4|1|1||20|74|92032|32|3271|327105
JXEC71956678|"20230717143151"|2|5|3|2|14|61|71104|32|3236|323601
JXPOP57264555|"20230709140834"|2|5|1||20|22|36377|32|3236|323602
JXPOP39317883|"20230718031232"|1|2|3|2|8|6|16108|32|3236|323603
JXPOP29949093|"20230720212447"|3|4|3|2|6|81|70666|32|3236|323604
JXPOP67919142|"20230702194042"|5|2|3|2|12|45|45595|32|3236|323605
JXFD17315191|"20230730190100"|3|5|3|1|10|99|77945|33|3371|337101
JXFD80452770|"20230731150532"|2|2|2|2|3|36|30320|33|3371|337102
JXFD79030006|"20230711124758"|2|5|1||12|86|80987|33|3371|337103
JXPOP92051310|"20230705151302"|5|5|1||5|16|58692|33|3371|337104
JXEC81685893|"20230731184232"|5|3|2|2|7|74|96653|33|3371|337105
JXEC57369490|"20230731184908"|5|2|2|1|15|20|49698|33|3372|337201
JXPOP20361062|"20230730081942"|2|5|2|1|9|9|18340|33|3372|337202
JXPOP21450009|"20230703052224"|5|3|2|2|17|50|46548|33|3372|337203
JXFD78059113|"20230715211419"|2|2|1||4|87|87934|33|3372|337204
JXEC55790947|"20230706184139"|5|2|2|1|15|26|65404|33|3372|337205
JXEC81010495|"20230726224820"|5|4|1||4|23|47141|34|3471|347101
JXEC96003111|"20230724130318"|4|5|2|2|3|87|87746|34|3471|347102
JXFD73193846|"20230701234643"|3|5|3|2|5|74|72994|34|3471|347103
JXFD05496125|"20230715073128"|5|1|1||1|85|88421|34|3471|347104
JXFD63538662|"20230714050306"|1|4|3|2|12|65|81277|34|3471|347105
JXEC35258410|"20230713164127"|3|4|2|2|7|9|24048|34|3475|347501
JXEC87738573|"20230724123624"|5|4|3|2|7|35|50745|34|3475|347502
JXEC37018091|"20230707071046"|3|2|3|1|16|70|93839|34|3475|347503
JXFD73627169|"20230706174511"|2|3|2|2|10|40|65674|34|3475|347504
JXPOP70081859|"20230708075803"|3|3|1||20|9|10210|34|3475|347505
JXPOP20721320|"20230703070618"|4|1|3|1|17|4|22387|36|3601|360101
JXPOP92626464|"20230722230605"|2|5|2|2|20|95|82413|36|3601|360102
JXEC01383074|"20230720211146"|4|2|3|1|5|39|42178|36|3601|360103
JXFD42836488|"20230727160832"|3|4|2|1|10|89|95605|36|3601|360104
JXPOP89913399|"20230701014018"|2|3|2|1|18|53|98986|36|3601|360105
JXEC37346340|"20230724092546"|4|2|2|2|12|80|70205|36|3604|360401
JXEC99961059|"20230707033758"|3|2|2|2|9|83|82910|36|3604|360402
JXPOP64619917|"20230723123908"|5|5|2|1|8|16|61706|36|3604|360403
JXFD99861526|"20230705140817"|2|1|1||11|74|77553|36|3604|360404
JXPOP89515510|"20230728190531"|3|5|2|2|12|81|92388|36|3604|360405
JXEC16459925|"20230711000821"|4|3|3|1|8|62|70517|36|3671|367101
JXPOP82690902|"20230718204532"|3|2|2|1|11|18|40527|36|3671|367102
JXFD78673632|"20230701180607"|1|3|3|2|17|31|36952|36|3671|367103
JXFD21128296|"20230708134700"|5|1|2|1|17|55|80201|36|3671|367104
JXPOP64742081|"20230724134344"|2|4|1||14|56|86511|36|3671|367105
JXEC51580563|"20230722013937"|3|5|2|2|4|74|74532|36|3674|367401
JXFD34197237|"20230709072229"|5|5|1||15|14|64546|36|3674|367402
JXPOP86599965|"20230716180721"|3|1|2|1|1|32|31371|36|3674|367403
JXFD93736852|"20230717151316"|3|4|1||17|86|78142|36|3674|367404
JXFD84579715|"20230710154812"|1|3|2|1|20|9|15404|36|3674|367405
JXEC66697414|"20230725030512"|2|3|3|2|7|91|90603|36|3675|367501
JXFD28753382|"20230707215032"|5|4|1||17|67|95322|36|3675|367502
JXFD23269918|"20230709220440"|3|2|1||9|42|42654|36|3675|367503
JXEC47031871|"20230718101402"|3|1|3|2|17|52|94925|36|3675|367504
JXEC37250323|"20230723040109"|5|1|3|2|10|65|75080|36|3675|367505
JXEC52638494|"20230712071227"|4|5|3|1|20|62|74121|36|3673|367301
JXEC48325618|"20230709203815"|3|3|1||7|44|48195|36|3673|367302
JXEC51332687|"20230719075832"|3|3|2|2|6|67|85235|36|3673|367303
JXFD76474181|"20230723132127"|4|5|2|1|9|92|95011|36|3673|367304
JXPOP47664575|"20230723061444"|5|5|2|1|1|91|86950|36|3673|367305
JXFD94218844|"20230706104551"|1|3|1||2|60|84468|35|3571|357101
JXFD44519192|"20230728184430"|4|1|1||1|37|37068|35|3571|357102
JXFD82217520|"20230710113757"|4|4|2|1|8|10|10686|35|3571|357103
JXEC40936501|"20230716055524"|3|2|1||6|91|94409|35|3571|357104
JXEC88201503|"20230724003707"|2|1|1||16|32|40416|35|3571|357105
JXFD29569704|"20230704012738"|3|2|2|2|16|31|34046|32|3271|327101
JXFD44772636|"20230709000059"|5|1|1||9|22|26098|32|3271|327102
JXEC20060928|"20230731123221"|3|2|3|1|16|60|95882|32|3271|327103
JXPOP02956592|"20230704084652"|3|5|3|1|11|3|12518|32|3271|327104
JXFD13321282|"20230726222852"|5|2|3|1|1|35|32995|32|3271|327105
JXFD38956031|"20230721053921"|4|4|1||18|84|98663|32|3236|323601
JXPOP10305721|"20230704015506"|3|5|3|2|10|37|30449|32|3236|323602
JXEC72197225|"20230715124543"|5|1|3|1|17|49|61469|32|3236|323603
JXFD02086204|"20230705114124"|3|2|1||2|4|24377|32|3236|323604
JXEC12708483|"20230725112054"|2|4|2|2|5|22|47894|32|3236|323605
JXPOP53707051|"20230709043237"|1|4|3|1|19|46|50092|33|3371|337101
JXEC26924838|"20230718092615"|1|5|3|2|8|54|93030|33|3371|337102
JXFD14132920|"20230724101756"|1|2|1||3|97|89723|33|3371|337103
JXPOP21107626|"20230706095513"|3|4|1||16|61|75216|33|3371|337104
JXPOP88714230|"20230707191159"|3|3|1||5|3|25263|33|3371|337105
JXFD20635382|"20230702004733"|3|4|1||15|11|37481|33|3372|337201
JXFD50383233|"20230712134644"|4|5|1||10|57|91473|33|3372|337202
JXPOP78574499|"20230708012541"|5|1|2|2|2|22|52541|33|3372|337203
JXFD95489163|"20230725191310"|5|5|3|1|4|2|16712|33|3372|337204
JXPOP19747087|"20230704063301"|3|4|1||5|12|43941|33|3372|337205
JXPOP12644215|"20230710004858"|5|3|1||9|49|65595|34|3471|347101
JXEC30147940|"20230711222645"|5|4|3|1|14|86|86935|34|3471|347102
JXEC01092234|"20230710004633"|4|4|3|1|1|41|30374|34|3471|347103
JXEC75175158|"20230722230423"|4|5|3|1|18|3|24570|34|3471|347104
JXEC85868734|"20230730204616"|2|3|2|1|3|21|47998|34|3471|347105
JXEC58242171|"20230716071527"|4|2|2|2|6|30|30120|34|3475|347501
JXFD73140545|"20230727093331"|4|2|2|2|1|26|59545|34|3475|347502
JXPOP56881321|"20230729073857"|3|3|3|2|6|91|70066|34|3475|347503
JXPOP28725269|"20230717200331"|4|4|3|1|10|95|87989|34|3475|347504
JXFD79382389|"20230717011811"|2|3|1||2|22|45598|34|3475|347505
JXFD98291484|"20230718054503"|1|1|1||10|28|29082|36|3601|360101
JXEC71184351|"20230708182140"|3|5|2|2|5|95|99860|36|3601|360102
JXPOP43787757|"20230710004732"|3|3|3|1|4|20|36344|36|3601|360103
JXPOP56872129|"20230712161529"|2|2|1||17|91|70256|36|3601|360104
JXPOP76338219|"20230714001118"|3|1|3|2|3|16|54860|36|3601|360105
JXPOP80297688|"20230728074143"|4|5|1||13|67|78670|36|3604|360401
JXPOP42417481|"20230721221304"|1|3|1||19|8|12453|36|3604|360402
JXFD06959645|"20230728121616"|3|1|3|1|13|73|76014|36|3604|360403
JXEC02207708|"20230728212223"|4|1|1||15|94|98017|36|3604|360404
JXPOP94816156|"20230718040402"|1|1|3|2|20|34|65623|36|3604|360405
JXPOP61665216|"20230726061027"|5|5|3|2|18|73|86758|36|3671|367101
JXPOP81867662|"20230702192412"|2|2|3|1|1|63|89159|36|3671|367102
JXFD44476994|"20230706112431"|4|2|3|1|15|41|61971|36|3671|367103
JXEC84766998|"20230702163509"|1|2|1||3|24|55187|36|3671|367104
JXFD64655621|"20230731045112"|5|4|3|2|11|58|88792|36|3671|367105
JXFD36389503|"20230716154515"|4|1|2|2|17|46|32799|36|3674|367401
JXEC63162592|"20230708052803"|5|3|1||16|29|35616|36|3674|367402
JXPOP33185342|"20230703133159"|2|2|2|1|6|69|73818|36|3674|367403
JXPOP18837793|"20230731124857"|5|2|1||13|19|26961|36|3674|367404
JXFD53390628|"20230725012632"|5|1|3|1|10|98|94649|36|3674|367405
JXPOP77844527|"20230708105422"|2|2|2|1|19|61|80153|36|3675|367501
JXPOP77668228|"20230704025821"|4|3|2|1|20|22|29294|36|3675|367502
JXPOP06389323|"20230726203330"|4|4|2|2|4|35|46992|36|3675|367503
JXEC25295361|"20230729134209"|3|5|1||12|40|36878|36|3675|367504
JXEC73821701|"20230726115101"|4|3|1||8|59|84271|36|3675|367505
JXEC31135465|"20230720171502"|2|5|2|2|6|76|91071|36|3673|367301
JXPOP55963986|"20230710122443"|2|4|3|1|14|87|98958|36|3673|367302
JXFD76677895|"20230731080414"|3|3|1||14|12|41590|36|3673|367303
JXFD29160043|"20230714132524"|5|5|3|2|2|31|44759|36|3673|367304
JXEC22997173|"20230716124006"|1|1|1||15|18|54145|36|3673|367305
JXPOP61944496|"20230729062840"|4|4|3|2|12|85|71679|35|3571|357101
JXEC60025488|"20230730154850"|5|1|1||3|85|84239|35|3571|357102
